Title,Authors,Method,Method family,Pretraining datasets,Evaluation datasets,All datasets,Year,Venue,Is NeurIPS,Publication status,DOI,arXiv ID,Paper URL,Code URL,Dataset notes,Verified as of
Can temporal information help with contrastive self-supervised learning?,"Yutong Bai, Haoqi Fan, Ishan Misra, Ganesh Venkatesh, Yongyi Lu",Temporal-Aware Contrastive Learning (TaCo),Other / Hybrid,Kinetics-400,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2020,arXiv / Preprint,No,preprint,,2011.13046,https://arxiv.org/abs/2011.13046,,,2026-08-11
Contrastive multiview coding,"Yonglong Tian, Dilip Krishnan, Phillip Isola",Contrastive Multiview Coding (CMC),Contrastive,ImageNet-1K; UCF101; NYU Depth V2,ImageNet-1K; ImageNet-100; STL-10; UCF101; HMDB51; NYU Depth V2,ImageNet-1K; UCF101; NYU Depth V2; ImageNet-100; STL-10; HMDB51,2020,ECCV 2020,No,peer_reviewed,10.1007/978-3-030-58621-8_45,1906.05849,https://link.springer.com/chapter/10.1007/978-3-030-58621-8_45,http://github.com/HobbitLong/CMC/,,2026-08-11
Cycle-Contrast for Self-Supervised Video Representation Learning,"Quan Kong, Wenpeng Wei, Ziwei Deng, Tomoaki Yoshinaga, Tomokazu Murakami",Cycle-Contrastive Learning (CCL),Contrastive,UCF101; Kinetics-400,UCF101; HMDB51; MMAct,UCF101; Kinetics-400; HMDB51; MMAct,2020,NeurIPS 2020,Yes,peer_reviewed,,2010.14810,https://proceedings.neurips.cc/paper_files/paper/2020/hash/5c9452254bccd24b8ad0bb1ab4408ad1-Abstract.html,,,2026-08-11
End-to-end learning of visual representations from uncurated instructional videos,"Antoine Miech, Jean-Baptiste Alayrac, Lucas Smaira,Ivan Laptev, Josef Sivic, Andrew Zisserman",Multiple-Instance Noise-Contrastive Estimation (MIL-NCE),Multimodal / Video-Language,HowTo100M,HMDB51; UCF101; Kinetics-700; YouCook2; MSR-VTT; YouTube-8M Segments; CrossTask; COIN,HowTo100M; HMDB51; UCF101; Kinetics-700; YouCook2; MSR-VTT; YouTube-8M Segments; CrossTask; COIN,2020,CVPR 2020,No,peer_reviewed,,1912.06430,https://openaccess.thecvf.com/content_CVPR_2020/html/Miech_End-to-End_Learning_of_Visual_Representations_From_Uncurated_Instructional_Videos_CVPR_2020_paper.html,https://github.com/antoine77340/MIL-NCE_HowTo100M,,2026-08-11
Evolving losses for unsupervised video representation learning,"AJ Piergiovanni, Anelia Angelova, Michael S. Ryoo",Evolving Losses (ELo),Other / Hybrid,YouTube-8M,HMDB51; UCF101; Kinetics-400,YouTube-8M; HMDB51; UCF101; Kinetics-400,2020,CVPR 2020,No,peer_reviewed,10.1109/CVPR42600.2020.00021,,https://openaccess.thecvf.com/content_CVPR_2020/html/Piergiovanni_Evolving_Losses_for_Unsupervised_Video_Representation_Learning_CVPR_2020_paper.html,,Pretraining uses a random two-million-video subset sampled from YouTube-8M.,2026-08-11
"Look, Listen, and Attend: Co-Attention Network for Self-Supervised Audio-Visual Representation Learning","Cheng, Y., Wang, R., Pan, Z., Feng, R., & Zhang, Y.","Look, Listen, and Attend (LLA)",Multimodal / Audio-Visual,AudioSet-240K,AudioSet-240K; AudioSet-750K; Kinetics-400; Kinetics-Sounds; UCF101; HMDB51,AudioSet-240K; AudioSet-750K; Kinetics-400; Kinetics-Sounds; UCF101; HMDB51,2020,ACM Multimedia 2020,No,peer_reviewed,10.1145/3394171.3413869,2008.05789,https://dl.acm.org/doi/10.1145/3394171.3413869,,AudioSet-240K is resegmented without constraining the clips to the original label ontology.,2026-08-11
Memory-augmented dense predictive coding for video representation learning,"Tengda Han, Weidi Xie, Andrew Zisserman",Memory-Augmented Dense Predictive Coding (MemDPC),Pretext / Predictive,UCF101; Kinetics-400; Oops,UCF101; HMDB51; Kinetics-400; Oops,UCF101; Kinetics-400; Oops; HMDB51,2020,ECCV 2020,No,peer_reviewed,10.1007/978-3-030-58580-8_19,2008.01065,https://www.robots.ox.ac.uk/~vgg/research/DPC/,https://github.com/TengdaHan/MemDPC,Oops is used for additional self-supervised adaptation and downstream evaluation in the failure-recognition experiment.,2026-08-11
Pretext-Contrastive Learning: Toward Good Practices in Self-Supervised Video Representation Learning,"Li Tao, Xueting Wang, Toshihiko Yamasaki",Pretext-Contrastive Learning (PCL),Other / Hybrid,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2020,arXiv / Preprint,No,preprint,,2010.15464,https://arxiv.org/abs/2010.15464,https://github.com/BestJuly/Pretext-Contrastive-Learning,,2026-08-11
Self-supervised co-training for video representation learning,"Tengda Han, Weidi Xie, Andrew Zisserman",CoCLR,Contrastive,UCF101; Kinetics-400,UCF101; HMDB51; Kinetics-400,UCF101; Kinetics-400; HMDB51,2020,NeurIPS 2020,Yes,peer_reviewed,,2010.09709,https://proceedings.neurips.cc/paper/2020/hash/3def184ad8f4755ff269862ea77393dd-Abstract.html,https://github.com/TengdaHan/CoCLR,,2026-08-11
Self-supervised learning by cross-modal audio-video clustering,"Humam Alwassel, Dhruv Mahajan, Bruno Korbar ,Lorenzo Torresani, Bernard Ghanem, Du Tran",Cross-Modal Deep Clustering (XDC),Multimodal / Audio-Visual,Kinetics-400; AudioSet; AudioSet-240K; Instagram-65M,UCF101; HMDB51; ESC-50,Kinetics-400; AudioSet; AudioSet-240K; Instagram-65M; UCF101; HMDB51; ESC-50,2020,NeurIPS 2020,Yes,peer_reviewed,,1911.12667,https://proceedings.neurips.cc/paper/2020/hash/6f2268bd1d3d3ebaabb04d6b5d099425-Abstract.html,https://github.com/HumamAlwassel/XDC,"The paper reports AudioSet-240K and Instagram variants, including random and Kinetics-filtered Instagram subsets.",2026-08-11
Self-supervised learning of audio-visual objects from video,"Afouras, T., Owens, A., Chung, J. S., & Zisserman, A.",Audio-Visual Object Discovery,Multimodal / Audio-Visual,LRS2; The Simpsons raw footage; Sesame Street raw footage,LRS2; LRS3; Columbia Active Speaker; The Simpsons; Sesame Street,LRS2; The Simpsons raw footage; Sesame Street raw footage; LRS3; Columbia Active Speaker; The Simpsons; Sesame Street,2020,ECCV 2020,No,peer_reviewed,10.1007/978-3-030-58523-5_13,2008.04237,https://doi.org/10.1007/978-3-030-58523-5_13,,The Simpsons and Sesame Street footage are private or program-specific collections rather than released benchmarks.,2026-08-11
Self-Supervised Learning to Detect Key Frames in Videos,"Xiang Yan,Syed Zulqarnain Gilani,Mingtao Feng ,Liang Zhang,Hanlin Qin and Ajmal Mian",Automatic Key-Frame Detection,Other / Hybrid,UCF101; ImageNet-1K,UCF101; VSUMM,UCF101; ImageNet-1K; VSUMM,2020,Sensors 2020,No,peer_reviewed,10.3390/s20236941,,https://www.mdpi.com/1424-8220/20/23/6941,,ImageNet-1K is supervised VGG-16 initialization; UCF101 supplies the unlabeled key-frame training videos.,2026-08-11
Self-supervised motion representation via scattering local motion cues,"Yuan Tian, Zhaohui Che, Wenbo Bao, Guangtao Zhai, Zhiyong Gao1",Scattering Local Motion Cues,Pretext / Predictive,UCF101; Kinetics-400,UCF101; UCF-Flow; UCF-Pred; Kinetics-400; Kinetics-600; HMDB51,UCF101; Kinetics-400; UCF-Flow; UCF-Pred; Kinetics-600; HMDB51,2020,ECCV 2020,No,peer_reviewed,10.1007/978-3-030-58568-6_5,,https://www.ecva.net/papers/eccv_2020/papers_ECCV/papers/123590069.pdf,,,2026-08-11
Self-supervised multimodal versatile networks,"Jean-Baptiste Alayrac, Adrià Recasens, Rosalia Schneider, Relja Arandjelovic, Jason Ramapuram, Jeffrey De Fauw, Lucas Smaira Sander Dieleman, Andrew Zisserman",Multimodal Versatile Networks (MMV),Multimodal / Audio-Visual,HowTo100M; AudioSet,UCF101; HMDB51; Kinetics-600; ESC-50; AudioSet; MSR-VTT; YouCook2; PASCAL VOC 2007; ImageNet-1K,HowTo100M; AudioSet; UCF101; HMDB51; Kinetics-600; ESC-50; MSR-VTT; YouCook2; PASCAL VOC 2007; ImageNet-1K,2020,NeurIPS 2020,Yes,peer_reviewed,,2006.16228,https://proceedings.neurips.cc/paper/2020/hash/0060ef47b12160b9198302ebdb144dcf-Abstract.html,,,2026-08-11
Self-supervised temporal discriminative learning for video representation learning,"Jinpeng Wang, Yiqi Lin, Andy J. Ma,Pong C. Yuen",Video-Based Temporal-Discriminative Learning (VTDL),Contrastive,UCF101; HMDB51; Kinetics-400,UCF101; HMDB51,UCF101; HMDB51; Kinetics-400,2020,arXiv / Preprint,No,preprint,,2008.02129,https://arxiv.org/abs/2008.02129,https://github.com/FingerRec/Self-Supervised-Temporal-Discriminative-Representation-Learning-for-Video-Action-Recognition,,2026-08-11
Self-supervised video representation learning by maximizing mutual information,"Fei Xue, Hongbing Ji, Wenbo Zhang, Yi Cao",Deep Video InfoMax (DVIM),Contrastive,UCF101,UCF101; HMDB51; ASLAN,UCF101; HMDB51; ASLAN,2020,Signal Processing: Image Communication 2020,No,peer_reviewed,10.1016/j.image.2020.115967,,https://www.sciencedirect.com/science/article/pii/S0923596520301417,,,2026-08-11
Self-supervised video representation learning by pace prediction,"Jiangliu Wang, Jianbo Jiao, Yun-Hui Liu",Pace Prediction,Other / Hybrid,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2020,ECCV 2020,No,peer_reviewed,10.1007/978-3-030-58568-6_31,2008.05861,https://www.robots.ox.ac.uk/~vgg/publications/2020/Wang20/,https://github.com/laura-wang/video-pace,,2026-08-11
Self-supervised video representation learning using inter-intra contrastive framework,"Li Tao, Xueting Wang, Toshihiko Yamasaki",Inter-Intra Contrastive Learning (IIC),Contrastive,UCF101,UCF101; HMDB51,UCF101; HMDB51,2020,ACM Multimedia 2020,No,peer_reviewed,10.1145/3394171.3413694,2008.02531,https://doi.org/10.1145/3394171.3413694,https://github.com/BestJuly/IIC,,2026-08-11
Speech2Action: Cross-Modal Supervision for Action Recognition,"Nagrani, A., Sun, C., Ross, D., Sukthankar, R., Schmid, C., & Zisserman, A.",Speech2Action,Multimodal / Video-Language,IMSDb Screenplays; Speech2Action-mined Movies,HMDB51; AVA; UCF101,IMSDb Screenplays; Speech2Action-mined Movies; HMDB51; AVA; UCF101,2020,CVPR 2020,No,peer_reviewed,,,https://openaccess.thecvf.com/content_CVPR_2020/html/Nagrani_Speech2Action_Cross-Modal_Supervision_for_Action_Recognition_CVPR_2020_paper.html,,The mined pretraining collection contains clips drawn from a large private movie and speech corpus; IMSDb provides screenplay text for the speech-action model.,2026-08-11
SpeedNet: Learning the Speediness in Videos,"Sagie Benaim, Ariel Ephrat, Oran Lang, Inbar Mosseri, William T. Freeman, Michael Rubinstein, Michal Irani, Tali Dekel",SpeedNet,Pretext / Predictive,Kinetics-400,Kinetics-400; Need for Speed; UCF101; HMDB51,Kinetics-400; Need for Speed; UCF101; HMDB51,2020,CVPR 2020,No,peer_reviewed,,2004.06130,https://openaccess.thecvf.com/content_CVPR_2020/html/Benaim_SpeedNet_Learning_the_Speediness_in_Videos_CVPR_2020_paper.html,http://speednet-cvpr20.github.io/,,2026-08-11
UniVL: A Unified Video and Language Pre-Training Model for Multimodal Understanding and Generation,"Luo, H., Ji, L., Shi, B., Huang, H., Duan, N., Li, T., ... & Zhou, M.",UniVL,Multimodal / Video-Language,HowTo100M,YouCook2; MSR-VTT; COIN; CrossTask; CMU-MOSI,HowTo100M; YouCook2; MSR-VTT; COIN; CrossTask; CMU-MOSI,2020,arXiv / Preprint,No,preprint,,2002.06353,https://arxiv.org/abs/2002.06353,,,2026-08-11
Unsupervised learning from video with deep neural embeddings,"Chengxu Zhuang, Tianwei She, Alex Andonian, Max Sobol Mark, Daniel Yamins",Video Instance Embedding (VIE),Contrastive,Kinetics-400,Kinetics-400; ImageNet-1K; UCF101; HMDB51,Kinetics-400; ImageNet-1K; UCF101; HMDB51,2020,CVPR 2020,No,peer_reviewed,,1905.11954,https://openaccess.thecvf.com/content_CVPR_2020/html/Zhuang_Unsupervised_Learning_From_Video_With_Deep_Neural_Embeddings_CVPR_2020_paper.html,https://github.com/neuroailab/VIE,,2026-08-11
Unsupervised learning of video representations via dense trajectory clustering,"Pavel Tokmakov, Martial Hebert, Cordelia Schmid",IDT-Guided Video Local Aggregation,Clustering / Prototypes,Kinetics-400,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2020,ECCV Workshops 2020,No,peer_reviewed,10.1007/978-3-030-66096-3_28,2006.15731,https://doi.org/10.1007/978-3-030-66096-3_28,https://github.com/pvtokmakov/video_cluster,"The workshop proceedings appeared online in 2021, but the archival event is ECCV Workshops 2020.",2026-08-11
Video cloze procedure for self-supervised spatio-temporal learning,"Dezhao Luo, Chang Liu, Yu Zhou, Dongbao Yang, Can Ma, Qixiang Ye, Weiping Wang",Video Cloze Procedure (VCP),Pretext / Predictive,UCF101; HMDB51,UCF101; HMDB51,UCF101; HMDB51,2020,AAAI 2020,No,peer_reviewed,10.1609/aaai.v34i07.6840,2001.00294,https://ojs.aaai.org/index.php/AAAI/article/view/6840,https://github.com/BestJuly/VCP,,2026-08-11
Video playback rate perception for self-supervised spatio-temporal representation learning,"Yuan Yao, Chang Liu, Dezhao Luo, Yu Zhou, Qixiang Ye",Playback Rate Perception (PRP),Other / Hybrid,UCF101; HMDB51,UCF101; HMDB51,UCF101; HMDB51,2020,CVPR 2020,No,peer_reviewed,10.1109/CVPR42600.2020.00658,2006.11476,https://openaccess.thecvf.com/content_CVPR_2020/html/Yao_Video_Playback_Rate_Perception_for_Self-Supervised_Spatio-Temporal_Representation_Learning_CVPR_2020_paper.html,https://github.com/yuanyao366/PRP,,2026-08-11
Video representation learning by recognizing temporal transformations,"Simon Jenni, Givi Meishvili, Paolo Favaro",Recognizing Temporal Transformations (RTT),Pretext / Predictive,UCF101; Kinetics-600,UCF101; HMDB51,UCF101; Kinetics-600; HMDB51,2020,ECCV 2020,No,peer_reviewed,10.1007/978-3-030-58604-1_26,2007.10730,https://doi.org/10.1007/978-3-030-58604-1_26,https://github.com/sjenni/temporal-ssl,,2026-08-11
Video representation learning with visual tempo consistency,"Ceyuan Yang, Yinghao Xu, Bo Dai, Bolei Zhou",Visual Tempo Hierarchical Contrastive Learning (VTHCL),Contrastive,Kinetics-400,UCF101; HMDB51; AVA; EPIC-KITCHENS-55,Kinetics-400; UCF101; HMDB51; AVA; EPIC-KITCHENS-55,2020,arXiv / Preprint,No,preprint,,2006.15489,https://arxiv.org/abs/2006.15489,https://github.com/decisionforce/VTHCL,,2026-08-11
DynamoNet: Dynamic Action and Motion Network,"Ali Diba, Vivek Sharma, Luc Van Gool, Rainer Stiefelhagen",DynamoNet,Other / Hybrid,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2019,ICCV 2019,No,peer_reviewed,,1904.11407,https://openaccess.thecvf.com/content_ICCV_2019/html/Diba_DynamoNet_Dynamic_Action_and_Motion_Network_ICCV_2019_paper.html,,"The future-prediction branch is self-supervised, but the joint action-classification branch uses labels; training and evaluation are reported dataset-wise.",2026-08-11
Learning Video Representations Using Contrastive Bidirectional Transformer,"Chen Sun, Fabien Baradel, Kevin Murphy, Cordelia Schmid",Contrastive Bidirectional Transformer (CBT),Multimodal / Video-Language,Kinetics-600; HowTo100M,UCF101; HMDB51; ActivityNet; Breakfast; 50Salads; YouCook2; COIN,Kinetics-600; HowTo100M; UCF101; HMDB51; ActivityNet; Breakfast; 50Salads; YouCook2; COIN,2019,arXiv / Preprint,No,preprint,,1906.05743,https://arxiv.org/abs/1906.05743,,Kinetics-600 supports short-term visual pretraining; HowTo100M and its ASR support long-term and cross-modal pretraining. The temporal branch also uses a supervised Kinetics S3D feature extractor and a frozen text BERT checkpoint.,2026-08-11
Self-supervised spatio-temporal representation learning for videos by predicting motion and appearance statistics,"Jiangliu Wang, Jianbo Jiao, Linchao Bao, Shengfeng He, Yunhui Liu, Wei Liu",Motion and Appearance Statistics (MAS),Pretext / Predictive,UCF101; Kinetics-400,UCF101; HMDB51; ASLAN; YUPENN,UCF101; Kinetics-400; HMDB51; ASLAN; YUPENN,2019,CVPR 2019,No,peer_reviewed,10.1109/CVPR.2019.00413,1904.03597,https://openaccess.thecvf.com/content_CVPR_2019/html/Wang_Self-Supervised_Spatio-Temporal_Representation_Learning_for_Videos_by_Predicting_Motion_and_CVPR_2019_paper.html,https://github.com/laura-wang/video_repres_mas,UCF101 is the default self-supervised pretraining set; the paper also reports a Kinetics-400 pretraining variant.,2026-08-11
Self-supervised spatiotemporal learning via video clip order prediction,"Dejing Xu, Jun Xiao, Zhou Zhao, Jian Shao, Di Xie, Yueting Zhuang",Video Clip Order Prediction (VCOP),Pretext / Predictive,UCF101,UCF101; HMDB51,UCF101; HMDB51,2019,CVPR 2019,No,peer_reviewed,,,https://openaccess.thecvf.com/content_CVPR_2019/html/Xu_Self-Supervised_Spatiotemporal_Learning_via_Video_Clip_Order_Prediction_CVPR_2019_paper.html,https://github.com/xudejing/video-clip-order-prediction,,2026-08-11
Self-supervised video representation learning with space-time cubic puzzles,"Dahun Kim, Donghyeon Cho, In So Kweon",Space-Time Cubic Puzzles,Pretext / Predictive,Kinetics-400,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2019,AAAI 2019,No,peer_reviewed,10.1609/aaai.v33i01.33018545,1811.09795,https://ojs.aaai.org/index.php/AAAI/article/view/4873,,,2026-08-11
Temporal Cycle-Consistency Learning,"Dwibedi, D., Aytar, Y., Tompson, J., Sermanet, P., & Zisserman, A.",Temporal Cycle-Consistency Learning (TCC),Contrastive,Pouring; Penn Action; ImageNet-1K,Pouring; Penn Action,Pouring; Penn Action; ImageNet-1K,2019,CVPR 2019,No,peer_reviewed,,1904.07846,https://openaccess.thecvf.com/content_CVPR_2019/html/Dwibedi_Temporal_Cycle-Consistency_Learning_CVPR_2019_paper.html,,The paper reports both training from scratch and self-supervised fine-tuning from an ImageNet-1K supervised ResNet-50 initialization.,2026-08-11
Video Jigsaw: Unsupervised Learning of Spatiotemporal Context for Video Action Recognition,"Unaiza Ahsan, Rishi Madhok, Irfan Essa",Video Jigsaw,Pretext / Predictive,Kinetics-400; UCF101,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2019,WACV 2019,No,peer_reviewed,10.1109/WACV.2019.00025,1808.07507,https://doi.org/10.1109/WACV.2019.00025,,The main transferable model is pretrained on Kinetics-400; UCF101 is also used in pretraining ablations.,2026-08-11
Video representation learning by dense predictive coding,"Tengda Han, Weidi Xie, Andrew Zisserman",Dense Predictive Coding (DPC),Pretext / Predictive,Kinetics-400,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2019,ICCV Workshops 2019,No,peer_reviewed,,1909.04656,https://openaccess.thecvf.com/content_ICCVW_2019/html/HVU/Han_Video_Representation_Learning_by_Dense_Predictive_Coding_ICCVW_2019_paper.html,https://github.com/TengdaHan/DPC,,2026-08-11
VideoBERT: A Joint Model for Video and Language Representation Learning,"Sun, C., Myers, A., Vondrick, C., Murphy, K., & Schmid, C.",VideoBERT,Multimodal / Video-Language,YouTube Cooking-312K; Kinetics-400; BooksCorpus; English Wikipedia,YouCook2,YouTube Cooking-312K; Kinetics-400; BooksCorpus; English Wikipedia; YouCook2,2019,ICCV 2019,No,peer_reviewed,,1904.01766,https://openaccess.thecvf.com/content_ICCV_2019/html/Sun_VideoBERT_A_Joint_Model_for_Video_and_Language_Representation_Learning_ICCV_2019_paper.html,,The 312K-video cooking corpus is a private YouTube collection. Kinetics-400 initializes S3D; BooksCorpus and English Wikipedia initialize the released BERT-Large text checkpoint.,2026-08-11
Audio-Visual Scene Analysis with Self-Supervised Multisensory Features,"Andrew Owens, Alexei A. Efros",Multisensory Temporal Alignment,Multimodal / Audio-Visual,AudioSet-750K; VoxCeleb; VoxCeleb2,UCF101; Kinetics-Sounds; VoxCeleb; GRID,AudioSet-750K; VoxCeleb; VoxCeleb2; UCF101; Kinetics-Sounds; GRID,2018,ECCV 2018,No,peer_reviewed,10.1007/978-3-030-01231-1_39,1804.03641,https://openaccess.thecvf.com/content_ECCV_2018/html/Andrew_Owens_Audio-Visual_Scene_Analysis_ECCV_2018_paper.html,https://github.com/andrewowens/multisensory,"The core multisensory representation is learned from about 750,000 AudioSet videos. VoxCeleb and VoxCeleb2 are used for task-specific source-separation training and GRID for transfer evaluation.",2026-08-11
Compressed Video Action Recognition,"Chao-Yuan Wu, Manzil Zaheer, Hexiang Hu, R. Manmatha, Alexander J. Smola, Philipp Krahenb",Compressed Video Action Recognition (CoViAR),Other / Hybrid,ImageNet-1K,UCF101; HMDB51; Charades,ImageNet-1K; UCF101; HMDB51; Charades,2018,CVPR 2018,No,peer_reviewed,,1712.00636,https://openaccess.thecvf.com/content_cvpr_2018/html/Wu_Compressed_Video_Action_CVPR_2018_paper.html,,This is a supervised action-recognition paper rather than a self-supervised pretraining method. Its component CNNs use supervised ImageNet-1K initialization.,2026-08-11
Cooperative Learning of Audio and Video Models from Self-Supervised Synchronization,"Bruno Korbar, Du Tran, Lorenzo Torresani",Audio-Visual Temporal Synchronization (AVTS),Multimodal / Audio-Visual,Kinetics-400; AudioSet; SoundNet Dataset,Kinetics-400; AudioSet; UCF101; HMDB51; ESC-50; DCASE2014,Kinetics-400; AudioSet; SoundNet Dataset; UCF101; HMDB51; ESC-50; DCASE2014,2018,NeurIPS 2018,Yes,peer_reviewed,,1807.00230,https://proceedings.neurips.cc/paper/2018/hash/c4616f5a24a66668f11ca4fa80525dc4-Abstract.html,,"The paper trains separate AVTS models on Kinetics-400, AudioSet, and the SoundNet collection; downstream experiments cover both visual and audio recognition.",2026-08-11
Geometry Guided Convolutional Neural Networks for Self-Supervised Video Representation Learning,"Chuang Gan, Boqing Gong, Kun Liu, Hao Su, Leonidas J. Guibas",Geometry-Guided CNN,Pretext / Predictive,FlyingChairs; Web 3D Movies,UCF101; HMDB51,FlyingChairs; Web 3D Movies; UCF101; HMDB51,2018,CVPR 2018,No,peer_reviewed,10.1109/CVPR.2018.00586,,https://openaccess.thecvf.com/content_cvpr_2018/html/Gan_Geometry_Guided_Convolutional_CVPR_2018_paper.html,,"Web 3D Movies denotes the authors' private collection of approximately 80 stereoscopic films and 40,000 frame pairs.",2026-08-11
Improving Spatiotemporal Self-Supervision by Deep Reinforcement Learning,"Uta Buchler, Biagio Brattoli, Bjorn Ommer",Reinforcement-Learned Spatiotemporal Permutations,Pretext / Predictive,ImageNet-1K; UCF101,UCF101; HMDB51; ImageNet-1K; PASCAL VOC 2007; PASCAL VOC 2012,ImageNet-1K; UCF101; HMDB51; PASCAL VOC 2007; PASCAL VOC 2012,2018,ECCV 2018,No,peer_reviewed,10.1007/978-3-030-01267-0_47,1807.11293,https://openaccess.thecvf.com/content_ECCV_2018/html/Uta_Buchler_Improving_Spatiotemporal_Self-Supervision_ECCV_2018_paper.html,,"ImageNet-1K supplies images for the spatial ordering task, while UCF101 supplies video frames for the temporal ordering task.",2026-08-11
Learning and Using the Arrow of Time,"Donglai Wei, Joseph Lim, Andrew Zisserman, William T. Freeman",Temporal Class Activation Map Network (T-CAM) / Arrow of Time,Pretext / Predictive,UCF101; Flickr-AoT; Kinetics-AoT,UCF101; HMDB51; Flickr-AoT; Kinetics-AoT; TA180; ReverseFilm,UCF101; Flickr-AoT; Kinetics-AoT; HMDB51; TA180; ReverseFilm,2018,CVPR 2018,No,peer_reviewed,10.1109/CVPR.2018.00840,,https://openaccess.thecvf.com/content_cvpr_2018/html/Wei_Learning_and_Using_CVPR_2018_paper.html,,Flickr-AoT and Kinetics-AoT are constructed for arrow-of-time training and testing; TA180 and ReverseFilm are targeted temporal-asymmetry evaluation sets.,2026-08-11
Self-Supervised Spatiotemporal Feature Learning via Video Rotation Prediction,"Longlong Jing, Xiaodong Yang, Jinggen Liu, Yingli Tian",3DRotNet / Video Rotation Prediction,Pretext / Predictive,Kinetics-400,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2018,arXiv / Preprint,No,preprint,,1811.11387,https://arxiv.org/abs/1811.11387,,,2026-08-11
Self-Supervised Video Representation Learning With Odd-One-Out Networks,"Basura Fernando, Hakan Bilen, Efstratios Gavves, Stephen Gould",Odd-One-Out Network (O3N),Pretext / Predictive,UCF101; HMDB51,UCF101; HMDB51,UCF101; HMDB51,2017,CVPR 2017,No,peer_reviewed,10.1109/CVPR.2017.607,1611.06646,https://openaccess.thecvf.com/content_cvpr_2017/html/Fernando_Self-Supervised_Video_Representation_CVPR_2017_paper.html,,Self-supervised feature learning and downstream action classification are reported on UCF101 and HMDB51 without external pretrained weights or optical-flow inputs.,2026-08-11
Unsupervised Representation Learning by Sorting Sequences,"Hsin-Ying Lee, Jia-Bin Huang, Maneesh Singh, Ming-Hsuan Yang",Order Prediction Network (OPN),Pretext / Predictive,UCF101; HMDB51,UCF101; HMDB51; PASCAL VOC 2007,UCF101; HMDB51; PASCAL VOC 2007,2017,ICCV 2017,No,peer_reviewed,10.1109/ICCV.2017.79,1708.01246,https://openaccess.thecvf.com/content_ICCV_2017/papers/Lee_Unsupervised_Representation_Learning_ICCV_2017_paper.pdf,,"The main model is self-supervised on UCF101 and transferred to UCF101, HMDB51, and PASCAL VOC 2007. The paper also reports dataset-specific unsupervised pretraining on HMDB51.",2026-08-11
Shuffle and Learn: Unsupervised Learning Using Temporal Order Verification,"Ishan Misra, C. Lawrence Zitnick, Martial Hebert",Shuffle and Learn / Temporal Order Verification,Pretext / Predictive,UCF101,UCF101; HMDB51; FLIC; MPII,UCF101; HMDB51; FLIC; MPII,2016,ECCV 2016,No,peer_reviewed,10.1007/978-3-319-46448-0_32,1603.08561,https://link.springer.com/chapter/10.1007/978-3-319-46448-0_32,,"The self-supervised model is pretrained on unlabeled UCF101 training videos, then evaluated on action recognition and human pose estimation. A separate experiment combines it with supervised ImageNet-1K initialization.",2026-08-11
